Status,Nombre linea,Nombre Variedad,Ciclo,Pedigree,Genealogia,CRIADERO,Origen,grupo
Variedad,,GLADIADOR,Long,K0513a4/K0595b2,CM67458/KLTO//BYAPE,KLEIN,KLEIN,3
Variedad,,MS INTA 815,,PASTOR/2*SITTA//PBW343*2/KUKUNA,CMSS04Y00333S-099Y-099ZTM-099Y-099M-7WGY-0B-1J-0J,INTA,CRIADERO,3
Linea,B02003,,Long,ACA304/BGTZ,,INTA,CRIADERO,3
Linea,B02004,,Long,ACA304/BGTZ,,INTA,CRIADERO,3
Linea,B02008,,Intermediate,BPON/CCTP-F7-7792-122(87)//BI1001,,INTA,CRIADERO,3
Linea,B02013,,Long,CTY*3/TA2460//ACA303,,INTA,CRIADERO,3
Linea,B02014,,Intermediate,VONA//KS75210/TAM101/3/ICCHE,,INTA,CRIADERO,3
Linea,B02016,,Intermediate,RAYON//VEE#6/TRAP#1/3/BAGP13,,INTA,BALCARCE,3
Linea,B02017,,Intermediate,RAYON//VEE#6/TRAP#1/3/BAGP13,,INTA,BALCARCE,3
Linea,B02023,,Long,RAYON//VEE#6/TRAP#1/3/BI3000,,INTA,CRIADERO,3
Linea,B02029,,Long,SUPER SERI#1/KLPRT,,INTA,CRIADERO,3
Linea,B02031,,Long,CAPENO1/BFRL/4/2*TEPOCA/3/CHEN/AE.SQ(TAUS)//BCN,,INTA,CRIADERO,3
Linea,B02041,,Long,BGTZ/4/TX73V2033/AMI//PIOS/3/PIFED,,INTA,CRIADERO,3
Linea,B02045,,Long,W01007/BBRA,,INTA,CRIADERO,3
Linea,B02050,,Intermediate,EXPNID 95069/KLMT,,INTA,BALCARCE,3
Linea,B02053,,Short,CHAPIO/3/BORL95/2*EXCALIBUR//EXCALIBUR,,INTA,BALCARCE,3
Linea,B02060,,Short,WBLL1/KUKUNA//TACUPETO F2001/3/UP2338*2/VIVITSI,,INTA,BALCARCE,3
Linea,B02066,,Short,PRINIA/BERKUT//PFAU/MILAN,,INTA,BALCARCE,3
Linea,B02067,,Short,PRINIA/BERKUT//PFAU/MILAN,,INTA,BALCARCE,3
Linea,B03001,,Short,VORB/4/D67.2/PARANA66.270//AE.SQ.(320)/3/CUNNINGHAM/5/D67.2/PARANA 66.270//AE.SQ.(320)/3/CUNNINGHAM,,INTA,CRIADERO,3
Linea,B03002,,Short,VORB/4/D67.2/PARANA66.270//AE.SQ.(320)/3/CUNNINGHAM/5/D67.2/PARANA66.270//AE.SQ.(320)/3/CUNNINGHAM,,INTA,CRIADERO,3
Linea,B03003,,Short,"VORB/6/CPI8/GEDIZ/3/GOO//ALB/CRA/4/AE.SQ.(208)/5/2*WESTONIA/7/CPI8/GEDIZ/3/GOO//ALB/CRA/4/AE.SQ,(208)/5/2*WESTONIA",,INTA,CRIADERO,3
Linea,B03004,,Short,"TACUPETO_F2001/6/CNDO/R143//ENTE/MEXI_2/3/AE.SQ,(TAUS)/4/WEAVER/5/PASTOR/7/ROLF07",,INTA,CRIADERO,3
Linea,B03005,,Long,FRTL/PIFED//BI3004,,INTA,CRIADERO,3
Linea,B03019,,Intermediate,ITZA/SOIS,,INTA,CRIADERO,3
Linea,B03020,,Intermediate,ITZA/SOIS,,INTA,CRIADERO,3
Linea,B03028,,Intermediate,KLCJ/BAG10,,INTA,CRIADERO,3
Linea,B03045,,Long,F81513/MILAN//B16500,,INTA,CRIADERO,3
Linea,B03046,,Intermediate,BONPAS/3/CMH71A.744/SERI82//TEMU342-85,,INTA,CRIADERO,3
Linea,B03047,,Long,V00833/W01044,,INTA,CRIADERO,3
Linea,B04001,,Short,PBW343,,INTA,CRIADERO,3
Linea,B04013,,Short,MUNAL//WBL1*2/BRAMBLING,,INTA,CRIADERO,3
Linea,B16008,,Intermediate,ENID 95322/BGPO,,INTA,CRIADERO,3
Linea,B16208,,Long,ENID 95069/KLMT,,INTA,CRIADERO,3
Linea,B16908,,Intermediate,"K4500.4/BUC""S""//TAN""S""/3/B10",,INTA,CRIADERO,3
Linea,B17108,,Intermediate,K4500.4/BUC\'S\'//TAN\'S\'/3/BAG10,AMJ:28375-4B-5B-3B-0B,INTA,CRIADERO,3
Linea,B28109,,Short,"K500.4/BUC""S""//TAN""S""/5/PIOS/4/KLAT/MJI//VI/3/PSN""S""/BOW""S""/6/WEEBIL",,INTA,CRIADERO,3
Linea,BOAGLIO,,Long,Pedigri Cerrado,,INTA,PM-2012 - 273,3
Linea,CAYU,,Long,Pedigri Cerrado,,INTA,PM-2012 - 276,3
Linea,CUMÉ,,Long,Pedigri Cerrado,,INTA,PM-2012 - 279,3
Linea,ESPINILLO INTA,,Long,Pedigri Cerrado,,INTA,PM-2012 - 246,3
Linea,F2 25002,,,BI3008/BPLE,AI:34235,INTA,SSD ,3
Linea,F2 25003,,,BI3005/BAG501,AI:34236,INTA,SSD ,3
Linea,F3 35001,,,AGP FAST/SY200,AI:32854-J1,INTA,SSD ,3
Linea,F3 35002,,,BI1006/SNOG,AI:32890-J1,INTA,SSD ,3
Linea,F3 35003,,,BI3008/LE2330,AI:33074-J1,INTA,SSD ,3
Linea,F4 45001,,,BI2007/SY200,AI:34232-J1-J1,INTA,SSD ,3
Linea,F4 45002,,,BIO3008/SY200,AI:34233-J1-J1,INTA,SSD ,3
Linea,F4 45003,,,LE2330/BI2007,AI:31707-J1-J1,INTA,SSD ,3
Linea,F4 45004,,,PRIVER/SNOG,AI:32060-J1-J1,INTA,SSD ,3
Linea,F4 45005,,,BAG21/SNOG//BAG9,AIT:31999-J1-J1,INTA,SSD ,3
Linea,F5 55001,,,BI1006/SY100,AI:32274-J1-J1-J1,INTA,SSD ,3
Linea,F5 55002,,,BI1006/SY100,AI:32274-J2-J1-J1,INTA,SSD ,3
Linea,F5 55003,,,BI1006/SY100,AI:32274-J3-J1-J1,INTA,SSD ,3
Linea,F5 55004,,,BI1006/SY100,AI:32274-J4-J1-J1,INTA,SSD ,3
Linea,F5 55005,,,BI1006/SY100,AI:32274-J5-J1-J1,INTA,SSD ,3
Linea,F5 55006,,,BI1006/SY100,AI:32274-J6-J1-J1,INTA,SSD ,3
Linea,F5 55007,,,BI1006/SY100,AI:32274-J7-J1-J1,INTA,SSD ,3
Linea,F5 55008,,,BI1006/SY100,AI:32274-J8-J1-J1,INTA,SSD ,3
Linea,F5 55009,,,BI1006/SY100,AI:32274-J9-J1-J1,INTA,SSD ,3
Linea,F5 55010,,,BI1006/SY100,AI:32274-J10-J1-J1,INTA,SSD ,3
Linea,F5 55011,,,BI1006/SY100,AI:32274-J11-J1-J1,INTA,SSD ,3
Linea,F5 55012,,,BI1006/SY100,AI:32274-J12-J1-J1,INTA,SSD ,3
Linea,F5 55013,,,BI1006/SY100,AI:32274-J13-J1-J1,INTA,SSD ,3
Linea,F5 55014,,,BI1006/SY100,AI:32274-J14-J1-J1,INTA,SSD ,3
Linea,F5 55015,,,BI1006/SY100,AI:32274-J15-J1-J1,INTA,SSD ,3
Linea,F5 55016,,,BI1006/SY100,AI:32274-J16-J1-J1,INTA,SSD ,3
Linea,F5 55017,,,BI1006/SY100,AI:32274-J17-J1-J1,INTA,SSD ,3
Linea,F5 55018,,,BI1006/SY100,AI:32274-J18-J1-J1,INTA,SSD ,3
Linea,F5 55019,,,BI1006/SY100,AI:32274-J19-J1-J1,INTA,SSD ,3
Linea,F5 55020,,,BI1006/SY100,AI:32274-J20-J1-J1,INTA,SSD ,3
Linea,F5 55021,,,BI1006/SY100,AI:32274-J21-J1-J1,INTA,SSD ,3
Linea,F5 55022,,,BI1006/SY100,AI:32274-J22-J1-J1,INTA,SSD ,3
Linea,F5 55023,,,BI1006/SY100,AI:32274-J23-J1-J1,INTA,SSD ,3
Linea,F5 55024,,,BI1006/SY100,AI:32274-J24-J1-J1,INTA,SSD ,3
Linea,F5 55025,,,BI1006/SY100,AI:32274-J25-J1-J1,INTA,SSD ,3
Linea,F5 55026,,,BI1006/SY100,AI:32274-J26-J1-J1,INTA,SSD ,3
Linea,F5 55027,,,BI1006/SY100,AI:32274-J27-J1-J1,INTA,SSD ,3
Linea,F5 55028,,,BI1006/SY100,AI:32274-J28-J1-J1,INTA,SSD ,3
Linea,F5 55029,,,BI1006/SY100,AI:32274-J29-J1-J1,INTA,SSD ,3
Linea,F5 55030,,,BI1006/SY100,AI:32274-J30-J1-J1,INTA,SSD ,3
Linea,F5 55031,,,BI1006/SY100,AI:32274-J31-J1-J1,INTA,SSD ,3
Linea,F5 55032,,,BI1006/SY100,AI:32274-J32-J1-J1,INTA,SSD ,3
Linea,F5 55033,,,BI1006/SY100,AI:32274-J33-J1-J1,INTA,SSD ,3
Linea,F5 55034,,,BI1006/SY100,AI:32274-J34-J1-J1,INTA,SSD ,3
Linea,F5 55035,,,BI1006/SY100,AI:32274-J35-J1-J1,INTA,SSD ,3
Linea,F5 55036,,,BI1006/SY100,AI:32274-J36-J1-J1,INTA,SSD ,3
Linea,F5 55037,,,BI1006/SY100,AI:32274-J37-J1-J1,INTA,SSD ,3
Linea,F5 55038,,,BI1006/SY100,AI:32274-J38-J1-J1,INTA,SSD ,3
Linea,F5 55039,,,BI1006/SY100,AI:32274-J39-J1-J1,INTA,SSD ,3
Linea,F5 55040,,,BI1006/SY100,AI:32274-J40-J1-J1,INTA,SSD ,3
Linea,F5 55041,,,BI1006/SY100,AI:32274-J41-J1-J1,INTA,SSD ,3
Linea,F5 55042,,,BI1006/SY100,AI:32274-J42-J1-J1,INTA,SSD ,3
Linea,F5 55043,,,BI1006/SY100,AI:32274-J43-J1-J1,INTA,SSD ,3
Linea,F5 55044,,,BI1006/SY100,AI:32274-J44-J1-J1,INTA,SSD ,3
Linea,F5 55045,,,BI1006/SY100,AI:32274-J45-J1-J1,INTA,SSD ,3
Linea,F5 55046,,,BI1006/SY100,AI:32274-J46-J1-J1,INTA,SSD ,3
Linea,F5 55047,,,BI1006/SY100,AI:32274-J47-J1-J1,INTA,SSD ,3
Linea,F5 55048,,,BI1006/SY100,AI:32274-J48-J1-J1,INTA,SSD ,3
Linea,F5 55049,,,BI1006/SY100,AI:32274-J49-J1-J1,INTA,SSD ,3
Linea,F5 55050,,,BI1006/SY100,AI:32274-J50-J1-J1,INTA,SSD ,3
Linea,F5 55051,,,BI1006/SY100,AI:32274-J51-J1-J1,INTA,SSD ,3
Linea,F5 55052,,,BI1006/SY100,AI:32274-J52-J1-J1,INTA,SSD ,3
Linea,F5 55053,,,BI1006/SY100,AI:32274-J53-J1-J1,INTA,SSD ,3
Linea,F5 55054,,,BI1006/SY100,AI:32274-J54-J1-J1,INTA,SSD ,3
Linea,F5 55055,,,BI1006/SY100,AI:32274-J55-J1-J1,INTA,SSD ,3
Linea,F5 55056,,,BI1006/SY100,AI:32274-J56-J1-J1,INTA,SSD ,3
Linea,F5 55057,,,BI1006/SY100,AI:32274-J57-J1-J1,INTA,SSD ,3
Linea,F5 55058,,,BI1006/SY100,AI:32274-J58-J1-J1,INTA,SSD ,3
Linea,F5 55059,,,BI1006/SY100,AI:32274-J59-J1-J1,INTA,SSD ,3
Linea,F5 55060,,,BI1006/SY100,AI:32274-J60-J1-J1,INTA,SSD ,3
Linea,F5 55061,,,BI1006/SY100,AI:32274-J61-J1-J1,INTA,SSD ,3
Linea,F5 55062,,,BI1006/SY100,AI:32274-J62-J1-J1,INTA,SSD ,3
Linea,F5 55063,,,BI1006/SY100,AI:32274-J63-J1-J1,INTA,SSD ,3
Linea,F5 55064,,,BI1006/SY100,AI:32274-J64-J1-J1,INTA,SSD ,3
Linea,F5 55065,,,BI1006/SY100,AI:32274-J65-J1-J1,INTA,SSD ,3
Linea,F5 55066,,,BI1006/SY100,AI:32274-J66-J1-J1,INTA,SSD ,3
Linea,F5 55067,,,BI1006/SY100,AI:32274-J67-J1-J1,INTA,SSD ,3
Linea,F5 55068,,,BI1006/SY100,AI:32274-J68-J1-J1,INTA,SSD ,3
Linea,F5 55069,,,BI1006/SY100,AI:32274-J69-J1-J1,INTA,SSD ,3
Linea,F5 55070,,,BI1006/SY100,AI:32274-J70-J1-J1,INTA,SSD ,3
Linea,F5 55071,,,BI1006/SY100,AI:32274-J71-J1-J1,INTA,SSD ,3
Linea,F5 55072,,,BI1006/SY100,AI:32274-J72-J1-J1,INTA,SSD ,3
Linea,F5 55073,,,BI1006/SY100,AI:32274-J73-J1-J1,INTA,SSD ,3
Linea,F5 55074,,,BI1006/SY100,AI:32274-J74-J1-J1,INTA,SSD ,3
Linea,F5 55075,,,BI1006/SY100,AI:32274-J75-J1-J1,INTA,SSD ,3
Linea,F5 55076,,,BI1006/SY100,AI:32274-J76-J1-J1,INTA,SSD ,3
Linea,F5 55077,,,BI1006/SY100,AI:32274-J77-J1-J1,INTA,SSD ,3
Linea,F5 55078,,,BI1006/SY100,AI:32274-J78-J1-J1,INTA,SSD ,3
Linea,F5 55079,,,BI1006/SY100,AI:32274-J79-J1-J1,INTA,SSD ,3
Linea,F5 55080,,,BI1006/SY100,AI:32274-J80-J1-J1,INTA,SSD ,3
Linea,F5 55081,,,BI1006/SY100,AI:32274-J81-J1-J1,INTA,SSD ,3
Linea,F5 55082,,,BI1006/SY100,AI:32274-J82-J1-J1,INTA,SSD ,3
Linea,F5 55083,,,BI1006/SY100,AI:32274-J83-J1-J1,INTA,SSD ,3
Linea,F5 55084,,,BI1006/SY100,AI:32274-J84-J1-J1,INTA,SSD ,3
Linea,F5 55085,,,BI1006/SY100,AI:32274-J85-J1-J1,INTA,SSD ,3
Linea,F5 55086,,,BI1006/SY100,AI:32274-J86-J1-J1,INTA,SSD ,3
Linea,F5 55087,,,BI1006/SY100,AI:32274-J87-J1-J1,INTA,SSD ,3
Linea,F5 55088,,,BI1006/SY100,AI:32274-J88-J1-J1,INTA,SSD ,3
Linea,F5 55089,,,BI1006/SY100,AI:32274-J89-J1-J1,INTA,SSD ,3
Linea,F5 55090,,,BI1006/SY100,AI:32274-J90-J1-J1,INTA,SSD ,3
Linea,F5 55091,,,BI1006/SY100,AI:32274-J91-J1-J1,INTA,SSD ,3
Linea,F5 55092,,,BI1006/SY100,AI:32274-J92-J1-J1,INTA,SSD ,3
Linea,F5 55093,,,BI1006/SY100,AI:32274-J93-J1-J1,INTA,SSD ,3
Linea,F5 55094,,,BI1006/SY100,AI:32274-J94-J1-J1,INTA,SSD ,3
Linea,F5 55095,,,BI1006/SY100,AI:32274-J95-J1-J1,INTA,SSD ,3
Linea,F5 55096,,,BI1006/SY100,AI:32274-J96-J1-J1,INTA,SSD ,3
Linea,F5 55097,,,BI1006/SY100,AI:32274-J97-J1-J1,INTA,SSD ,3
Linea,F5 55098,,,BI1006/SY100,AI:32274-J98-J1-J1,INTA,SSD ,3
Linea,F5 55099,,,BI1006/SY100,AI:32274-J99-J1-J1,INTA,SSD ,3
Linea,F5 55100,,,BI1006/SY100,AI:32274-J100-J1-J1,INTA,SSD ,3
Linea,F5 55101,,,BI1006/SY100,AI:32274-J101-J1-J1,INTA,SSD ,3
Linea,F5 55102,,,BI1006/SY100,AI:32274-J102-J1-J1,INTA,SSD ,3
Linea,F5 55103,,,BI1006/SY100,AI:32274-J103-J1-J1,INTA,SSD ,3
Linea,F5 55104,,,BI1006/SY100,AI:32274-J104-J1-J1,INTA,SSD ,3
Linea,F5 55105,,,BI1006/SY100,AI:32274-J105-J1-J1,INTA,SSD ,3
Linea,F5 55106,,,BI1006/SY100,AI:32274-J106-J1-J1,INTA,SSD ,3
Linea,F5 55107,,,BI1006/SY100,AI:32274-J107-J1-J1,INTA,SSD ,3
Linea,F5 55108,,,BI1006/SY100,AI:32274-J108-J1-J1,INTA,SSD ,3
Linea,F5 55109,,,BI1006/SY100,AI:32274-J109-J1-J1,INTA,SSD ,3
Linea,F5 55110,,,BI1006/SY100,AI:32274-J110-J1-J1,INTA,SSD ,3
Linea,F5 55111,,,BI1006/SY100,AI:32274-J111-J1-J1,INTA,SSD ,3
Linea,F5 55112,,,BI1006/SY100,AI:32274-J112-J1-J1,INTA,SSD ,3
Linea,F5 55113,,,BI1006/SY100,AI:32274-J113-J1-J1,INTA,SSD ,3
Linea,F5 55114,,,BI1006/SY100,AI:32274-J114-J1-J1,INTA,SSD ,3
Linea,F5 55115,,,BI1006/SY100,AI:32274-J115-J1-J1,INTA,SSD ,3
Linea,F5 55116,,,BI1006/SY100,AI:32274-J116-J1-J1,INTA,SSD ,3
Linea,F5 55117,,,BI1006/SY100,AI:32274-J117-J1-J1,INTA,SSD ,3
Linea,F5 55118,,,BI1006/SY100,AI:32274-J118-J1-J1,INTA,SSD ,3
Linea,F5 55119,,,BI1006/SY100,AI:32274-J119-J1-J1,INTA,SSD ,3
Linea,F5 55120,,,BI1006/SY100,AI:32274-J120-J1-J1,INTA,SSD ,3
Linea,F5 55121,,,BI1006/SY100,AI:32274-J121-J1-J1,INTA,SSD ,3
Linea,F5 55122,,,BI1006/SY100,AI:32274-J122-J1-J1,INTA,SSD ,3
Linea,F5 55123,,,BI1006/SY100,AI:32274-J123-J1-J1,INTA,SSD ,3
Linea,F5 55124,,,BI1006/SY100,AI:32274-J124-J1-J1,INTA,SSD ,3
Linea,F5 55125,,,BI1006/SY100,AI:32274-J125-J1-J1,INTA,SSD ,3
Linea,F5 55126,,,BI1006/SY100,AI:32274-J126-J1-J1,INTA,SSD ,3
Linea,F5 55127,,,BI1006/SY100,AI:32274-J127-J1-J1,INTA,SSD ,3
Linea,F5 55128,,,BI1006/SY100,AI:32274-J128-J1-J1,INTA,SSD ,3
Linea,F5 55129,,,BI1006/SY100,AI:32274-J129-J1-J1,INTA,SSD ,3
Linea,F5 55130,,,BI1006/SY100,AI:32274-J130-J1-J1,INTA,SSD ,3
Linea,F5 55131,,,BI1006/SY100,AI:32274-J131-J1-J1,INTA,SSD ,3
Linea,F5 55132,,,BI1006/SY100,AI:32274-J132-J1-J1,INTA,SSD ,3
Linea,F5 55133,,,BI1006/SY100,AI:32274-J133-J1-J1,INTA,SSD ,3
Linea,F5 55134,,,BI1006/SY100,AI:32274-J134-J1-J1,INTA,SSD ,3
Linea,F5 55135,,,BI1006/SY100,AI:32274-J135-J1-J1,INTA,SSD ,3
Linea,F5 55136,,,BI1006/SY100,AI:32274-J136-J1-J1,INTA,SSD ,3
Linea,F5 55137,,,BI1006/SY100,AI:32274-J137-J1-J1,INTA,SSD ,3
Linea,F5 55138,,,BI1006/SY100,AI:32274-J138-J1-J1,INTA,SSD ,3
Linea,F5 55139,,,BI1006/SY100,AI:32274-J139-J1-J1,INTA,SSD ,3
Linea,F5 55140,,,BI1006/SY100,AI:32274-J140-J1-J1,INTA,SSD ,3
Linea,F5 55141,,,BI1006/SY100,AI:32274-J141-J1-J1,INTA,SSD ,3
Linea,F5 55142,,,BI1006/SY100,AI:32274-J142-J1-J1,INTA,SSD ,3
Linea,F5 55143,,,BI1006/SY100,AI:32274-J143-J1-J1,INTA,SSD ,3
Linea,F5 55144,,,BI1006/SY100,AI:32274-J144-J1-J1,INTA,SSD ,3
Linea,F5 55145,,,BI1006/SY100,AI:32274-J145-J1-J1,INTA,SSD ,3
Linea,F5 55146,,,BI1006/SY100,AI:32274-J146-J1-J1,INTA,SSD ,3
Linea,F5 55147,,,BI1006/SY100,AI:32274-J147-J1-J1,INTA,SSD ,3
Linea,F5 55148,,,BI1006/SY100,AI:32274-J148-J1-J1,INTA,SSD ,3
Linea,F5 55149,,,BI1006/SY100,AI:32274-J149-J1-J1,INTA,SSD ,3
Linea,F5 55150,,,BI1006/SY100,AI:32274-J150-J1-J1,INTA,SSD ,3
Linea,F5 55201,,,BI1005/SY300,AI:32270-J1-J1-J1,INTA,SSD ,3
Linea,F5 55202,,,BI1005/SY300,AI:32270-J2-J1-J1,INTA,SSD ,3
Linea,F5 55203,,,BI1005/SY300,AI:32270-J3-J1-J1,INTA,SSD ,3
Linea,F5 55204,,,BI1005/SY300,AI:32270-J4-J1-J1,INTA,SSD ,3
Linea,F5 55205,,,BI1005/SY300,AI:32270-J5-J1-J1,INTA,SSD ,3
Linea,F5 55206,,,BI1005/SY300,AI:32270-J6-J1-J1,INTA,SSD ,3
Linea,F5 55207,,,BI1005/SY300,AI:32270-J7-J1-J1,INTA,SSD ,3
Linea,F5 55208,,,BI1005/SY300,AI:32270-J8-J1-J1,INTA,SSD ,3
Linea,F5 55209,,,BI1005/SY300,AI:32270-J9-J1-J1,INTA,SSD ,3
Linea,F5 55210,,,BI1005/SY300,AI:32270-J10-J1-J1,INTA,SSD ,3
Linea,F5 55211,,,BI1005/SY300,AI:32270-J11-J1-J1,INTA,SSD ,3
Linea,F5 55212,,,BI1005/SY300,AI:32270-J12-J1-J1,INTA,SSD ,3
Linea,F5 55213,,,BI1005/SY300,AI:32270-J13-J1-J1,INTA,SSD ,3
Linea,F5 55214,,,BI1005/SY300,AI:32270-J14-J1-J1,INTA,SSD ,3
Linea,F5 55215,,,BI1005/SY300,AI:32270-J15-J1-J1,INTA,SSD ,3
Linea,F5 55216,,,BI1005/SY300,AI:32270-J16-J1-J1,INTA,SSD ,3
Linea,F5 55217,,,BI1005/SY300,AI:32270-J17-J1-J1,INTA,SSD ,3
Linea,F5 55218,,,BI1005/SY300,AI:32270-J18-J1-J1,INTA,SSD ,3
Linea,F5 55219,,,BI1005/SY300,AI:32270-J19-J1-J1,INTA,SSD ,3
Linea,F5 55220,,,BI1005/SY300,AI:32270-J20-J1-J1,INTA,SSD ,3
Linea,F5 55221,,,BI1005/SY300,AI:32270-J21-J1-J1,INTA,SSD ,3
Linea,F5 55222,,,BI1005/SY300,AI:32270-J22-J1-J1,INTA,SSD ,3
Linea,F5 55223,,,BI1005/SY300,AI:32270-J23-J1-J1,INTA,SSD ,3
Linea,F5 55224,,,BI1005/SY300,AI:32270-J24-J1-J1,INTA,SSD ,3
Linea,F5 55225,,,BI1005/SY300,AI:32270-J25-J1-J1,INTA,SSD ,3
Linea,F5 55226,,,BI1005/SY300,AI:32270-J26-J1-J1,INTA,SSD ,3
Linea,F5 55227,,,BI1005/SY300,AI:32270-J27-J1-J1,INTA,SSD ,3
Linea,F5 55228,,,BI1005/SY300,AI:32270-J28-J1-J1,INTA,SSD ,3
Linea,F5 55229,,,BI1005/SY300,AI:32270-J29-J1-J1,INTA,SSD ,3
Linea,F5 55230,,,BI1005/SY300,AI:32270-J30-J1-J1,INTA,SSD ,3
Linea,F5 55231,,,BI1005/SY300,AI:32270-J31-J1-J1,INTA,SSD ,3
Linea,F5 55232,,,BI1005/SY300,AI:32270-J32-J1-J1,INTA,SSD ,3
Linea,F5 55233,,,BI1005/SY300,AI:32270-J33-J1-J1,INTA,SSD ,3
Linea,F5 55234,,,BI1005/SY300,AI:32270-J34-J1-J1,INTA,SSD ,3
Linea,F5 55235,,,BI1005/SY300,AI:32270-J35-J1-J1,INTA,SSD ,3
Linea,F5 55236,,,BI1005/SY300,AI:32270-J36-J1-J1,INTA,SSD ,3
Linea,F5 55237,,,BI1005/SY300,AI:32270-J37-J1-J1,INTA,SSD ,3
Linea,F5 55238,,,BI1005/SY300,AI:32270-J38-J1-J1,INTA,SSD ,3
Linea,F5 55239,,,BI1005/SY300,AI:32270-J39-J1-J1,INTA,SSD ,3
Linea,F5 55240,,,BI1005/SY300,AI:32270-J40-J1-J1,INTA,SSD ,3
Linea,F5 55241,,,BI1005/SY300,AI:32270-J41-J1-J1,INTA,SSD ,3
Linea,F5 55242,,,BI1005/SY300,AI:32270-J42-J1-J1,INTA,SSD ,3
Linea,F5 55243,,,BI1005/SY300,AI:32270-J43-J1-J1,INTA,SSD ,3
Linea,F5 55244,,,BI1005/SY300,AI:32270-J44-J1-J1,INTA,SSD ,3
Linea,F5 55245,,,BI1005/SY300,AI:32270-J45-J1-J1,INTA,SSD ,3
Linea,F5 55246,,,BI1005/SY300,AI:32270-J46-J1-J1,INTA,SSD ,3
Linea,F5 55247,,,BI1005/SY300,AI:32270-J47-J1-J1,INTA,SSD ,3
Linea,F5 55248,,,BI1005/SY300,AI:32270-J48-J1-J1,INTA,SSD ,3
Linea,F5 55249,,,BI1005/SY300,AI:32270-J49-J1-J1,INTA,SSD ,3
Linea,F5 55250,,,BI1005/SY300,AI:32270-J50-J1-J1,INTA,SSD ,3
Linea,F5 55251,,,BI1005/SY300,AI:32270-J51-J1-J1,INTA,SSD ,3
Linea,F5 55252,,,BI1005/SY300,AI:32270-J52-J1-J1,INTA,SSD ,3
Linea,F5 55253,,,BI1005/SY300,AI:32270-J53-J1-J1,INTA,SSD ,3
Linea,F5 55254,,,BI1005/SY300,AI:32270-J54-J1-J1,INTA,SSD ,3
Linea,F5 55255,,,BI1005/SY300,AI:32270-J55-J1-J1,INTA,SSD ,3
Linea,F5 55256,,,BI1005/SY300,AI:32270-J56-J1-J1,INTA,SSD ,3
Linea,F5 55257,,,BI1005/SY300,AI:32270-J57-J1-J1,INTA,SSD ,3
Linea,F5 55258,,,BI1005/SY300,AI:32270-J58-J1-J1,INTA,SSD ,3
Linea,F5 55259,,,BI1005/SY300,AI:32270-J59-J1-J1,INTA,SSD ,3
Linea,F5 55260,,,BI1005/SY300,AI:32270-J60-J1-J1,INTA,SSD ,3
Linea,F5 55261,,,BI1005/SY300,AI:32270-J61-J1-J1,INTA,SSD ,3
Linea,F5 55262,,,BI1005/SY300,AI:32270-J62-J1-J1,INTA,SSD ,3
Linea,F5 55263,,,BI1005/SY300,AI:32270-J63-J1-J1,INTA,SSD ,3
Linea,F5 55264,,,BI1005/SY300,AI:32270-J64-J1-J1,INTA,SSD ,3
Linea,F5 55265,,,BI1005/SY300,AI:32270-J65-J1-J1,INTA,SSD ,3
Linea,F5 55266,,,BI1005/SY300,AI:32270-J66-J1-J1,INTA,SSD ,3
Linea,F5 55267,,,BI1005/SY300,AI:32270-J67-J1-J1,INTA,SSD ,3
Linea,F5 55268,,,BI1005/SY300,AI:32270-J68-J1-J1,INTA,SSD ,3
Linea,F5 55269,,,BI1005/SY300,AI:32270-J69-J1-J1,INTA,SSD ,3
Linea,F5 55270,,,BI1005/SY300,AI:32270-J70-J1-J1,INTA,SSD ,3
Linea,F5 55271,,,BI1005/SY300,AI:32270-J71-J1-J1,INTA,SSD ,3
Linea,F5 55272,,,BI1005/SY300,AI:32270-J72-J1-J1,INTA,SSD ,3
Linea,F5 55273,,,BI1005/SY300,AI:32270-J73-J1-J1,INTA,SSD ,3
Linea,F5 55274,,,BI1005/SY300,AI:32270-J74-J1-J1,INTA,SSD ,3
Linea,F5 55275,,,BI1005/SY300,AI:32270-J75-J1-J1,INTA,SSD ,3
Linea,F5 55276,,,BI1005/SY300,AI:32270-J76-J1-J1,INTA,SSD ,3
Linea,F5 55277,,,BI1005/SY300,AI:32270-J77-J1-J1,INTA,SSD ,3
Linea,F5 55278,,,BI1005/SY300,AI:32270-J78-J1-J1,INTA,SSD ,3
Linea,F5 55279,,,BI1005/SY300,AI:32270-J79-J1-J1,INTA,SSD ,3
Linea,F5 55280,,,BI1005/SY300,AI:32270-J80-J1-J1,INTA,SSD ,3
Linea,F5 55281,,,BI1005/SY300,AI:32270-J81-J1-J1,INTA,SSD ,3
Linea,F5 55282,,,BI1005/SY300,AI:32270-J82-J1-J1,INTA,SSD ,3
Linea,F5 55283,,,BI1005/SY300,AI:32270-J83-J1-J1,INTA,SSD ,3
Linea,F5 55284,,,BI1005/SY300,AI:32270-J84-J1-J1,INTA,SSD ,3
Linea,F5 55285,,,BI1005/SY300,AI:32270-J85-J1-J1,INTA,SSD ,3
Linea,F5 55286,,,BI1005/SY300,AI:32270-J86-J1-J1,INTA,SSD ,3
Linea,F5 55287,,,BI1005/SY300,AI:32270-J87-J1-J1,INTA,SSD ,3
Linea,F5 55288,,,BI1005/SY300,AI:32270-J88-J1-J1,INTA,SSD ,3
